"Date","Actual","Forcast","Previous","forcast_change","prev_day_volume","daily_return","vix_prev_day","CPI_YoY","GDP_YoY","PCE_YoY","un_rate"
2021-01-27,0.25,0.25,0.25,0,42665300,-2.44405656269567,61.64204319954,1.39510092465991,1.57260732388822,-0.925225116891026,6.4
2021-03-17,0.25,0.25,0.25,0,73722500,0.340985614507194,-2.82971878415446,2.61863257795858,NA,-0.0289041791213029,6.1
2021-04-28,0.25,0.25,0.25,0,51303100,-0.0287269412261204,-1.59452612649523,4.14873929237956,11.9502722115196,10.5407917305789,6.1
2021-06-16,0.25,0.25,0.25,0,51508500,-0.558333316998982,6.63924283416311,5.31509237210315,NA,25.0133663744452,5.9
2021-07-28,0.25,0.25,0.25,0,67397100,-0.0410000376360409,-5.42355945922727,5.25757716479367,4.73531679471093,10.0380250727824,5.4
2021-09-22,0.25,0.25,0.25,0,92526100,0.975474269536303,-14.3267638902896,5.36101034425718,NA,8.17059697233544,4.7
2021-11-03,0.25,0.25,0.25,0,48908400,0.610507536058869,-5.80162361409353,6.86253090323694,NA,6.7797096048275,4.1
2021-12-15,0.25,0.25,0.25,0,97264100,1.56249013609784,-11.877563027026,7.17658059960689,NA,7.63442478446887,3.9
2022-01-26,0.25,0.25,0.25,0,167997300,-0.250883942384861,2.56739165910806,7.56976664457294,3.56508200527084,6.88333107244596,4
2022-03-16,0.5,0.5,0.25,0.25,106219100,2.21743025481851,-10.5933619024278,8.54743120305008,NA,5.57377280388134,3.6
2022-05-04,1,1,0.5,0.5,100028200,3.04528261753803,-13.0940168331831,8.53299658784437,NA,2.76636612824948,3.6
2022-06-15,1.75,1.5,1,0.5,104011800,1.42563987320812,-9.39124477346194,8.98974374131765,NA,2.52151181788476,3.6
2022-07-27,2.5,2.5,1.75,1,52946400,2.59662195763741,-5.87282596830773,8.44981874600172,1.71321313612203,1.68326989012175,3.5
2022-09-21,3.25,3.25,2.5,0.75,77274900,-1.74438811049384,3.055964390166,8.19827154994579,NA,1.92843614718614,3.5
2022-11-02,4,4,3.25,0.75,85407600,-2.50962187752256,0.19372780102207,7.1194659952152,NA,1.86114877109147,3.6
